species,document,score,category,status,reasoning
Pardosa_abagensis,Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae,7.9,4,ok,"## Nadolny_A_A__Kovblyuk_M_M_2012_Members_of_Pardosa_amentata_and_P_lugubris_species_groups_in_Crimea_and_Caucasus_with_notes_on_P_abagensis_Aranei_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is focused exclusively on Pardosa (four species: P. abagensis, P. amentata, P. caucasica, P. lugubris), with detailed redescriptions, species group diagnoses, and phenology — 100% Pardosa content. || Morphological description depth (25%) | 8 | Descriptions combine precise measurements (total length, carapace, palp and leg segment lengths in mm) with detailed structural terminology (tegular apophysis, terminal apophysis, conductor, embolus, bulbus, epigyne, anterior epigynal pocket, septum, cymbium, chelicerae, femur, tibia, metatarsus, patella, tarsus) across multiple species. || Genital figure quality (20%) | 9 | Multiple figure series cover male palps and bulbus in ventral and retrolateral views (Figs 11–18, 23–30, 31–38) and epigynes in ventral and dorsal views (Figs 39–44, 45–59) for all four species, providing comprehensive multi-view genital illustration for both sexes. || Taxonomic originality (15%) | 7 | No new species described, but thorough illustrated redescriptions of four poorly documented species from new material, plus the erection of a new species group (P. abagensis group) with formal diagnosis and expanded diagnoses for P. amentata and P. lugubris groups — substantive revisionary contribution scored near the top of the 5–7 band. || Supporting data (10%) | 6 | Formal examined material lists with precise GPS coordinates and collection data are provided for all species; a distribution/habitat comparison table (Table 2) and phenology chart (Fig. 60) are included, but no distribution map and no molecular data. || Text/OCR quality (5%) | 4 | garbled_ratio = 1.0 and force_ocr = true; although content is largely recoverable (species descriptions, tables, figures readable), tabular leg-segment data is partially garbled (mixed symbols, bracket noise in measurement tables), reducing reliability of those sections. |### Final ScoreWeighted total: (9×0.25) + (8×0.25) + (9×0.20) + (7×0.15) + (6×0.10) + (4×0.05)= 2.25 + 2.00 + 1.80 + 1.05 + 0.60 + 0.20= **7.90**Category: **4**"
Pardosa_injucunda,Strand_E_1916a_Zehn_neue_äthiopische_Lycosiden_nebst_Bemerkungen_über_einige_weitere_exotische_Araneae,3.35,2,ok,"## Strand_E_1916a_Zehn_neue_äthiopische_Lycosiden_nebst_Bemerkungen_über_einige_weitere_exotische_Araneae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | The document is a multi-family/multi-genus survey (Atypidae, Theridiidae, Argiiopiliae, Clubionidae, Lycosidae); Pardosa (*Lycosa* subg. *Pardosa*) appears incidentally—one new variety (*Lycosa proximella* var. *Messingerae*) is treated briefly, with the bulk of the Lycosidae content devoted to *Tarentula* new species; Pardosa-focused chunks represent well under 10% of the total. || Morphological description depth (25%) | 5 | Descriptions include quantitative leg measurements (femur, patella+tibia, metatarsus, tarsus in mm) and prose descriptions of the epigyne, but the Pardosa-relevant treatment (*L. proximella* var.) is limited and the morphological vocabulary, while modern enough (epigyne, septum, field dimensions), lacks multi-structure detail combining all key genital terms. || Genital figure quality (20%) | 1 | No images were captured (0 figures, 0 captions); the text references figures in other publications (e.g., ""cfr. die Figur 4 der Tafel VIII"") but contains no original illustrations in this document. || Taxonomic originality (15%) | 3 | The Pardosa-relevant contribution is limited to one new variety (*Lycosa proximella* var. *Messingerae*) and two retroactively named varieties (*wauana*, *mbogana*); new species are described only for *Tarentula* and other non-Pardosa genera, which do not count toward this dimension. || Supporting data (10%) | 3 | Locality data (collector, site, country) are mentioned in prose for each taxon but there is no structured specimen list, distribution table, or molecular data. || Text/OCR quality (5%) | 8 | `garbled_ratio` = 0.0, `force_ocr` = false; text is readable throughout with only minor OCR artifacts typical of a digitised early 20th-century German journal (e.g., occasional broken characters). |### Final ScoreWeighted total: (3×0.25) + (5×0.25) + (1×0.20) + (3×0.15) + (3×0.10) + (8×0.05)= 0.75 + 1.25 + 0.20 + 0.45 + 0.30 + 0.40 = **3.35**Category: **2**"
Pardosa_isago,Tanaka_H_1977_Two_new_species_of_the_genus_Pardosa_C_Koch_from_Japan_Araneae_Lycosidae,7.35,3,ok,"## Tanaka_H_1977_Two_new_species_of_the_genus_Pardosa_C_Koch_from_Japan_Araneae_Lycosidae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is dedicated to describing two new Pardosa species (*P. yaginumai* and *P. isago*); every chunk is Pardosa-focused. || Morphological description depth (25%) | 7 | Full leg segment measurements in mm (femur, patella+tibia, metatarsus, tarsus for all four legs and palp) are provided alongside detailed morphological descriptions including epigynum, spermathecae, median apophysis, chelicera, carapace, and abdomen; descriptions are solid but not deeply detailed on internal palpal structures beyond the median apophysis. || Genital figure quality (20%) | 7 | Two figure sets are present: Figs. 1–4 show epigynum (ventral and dorsal views) and male palp (dorsal and lateral views) for *P. yaginumai*; Figs. 5–8 show the same four views for *P. isago*; both sexes are covered with multiple views, but coverage is limited to two view types per structure. || Taxonomic originality (15%) | 7 | Two new Pardosa species are described with full diagnoses, measurements, and comparisons to related taxa; this is a solid contribution within the 1–5 new species band. || Supporting data (10%) | 5 | Extensive examined specimen lists with dated collection localities are provided for both species, but no distribution maps or molecular data are present. || Text/OCR quality (5%) | 8 | `garbled_ratio` = 0.0, `force_ocr` = false; English text is clean and well-structured, with Japanese sections also intact; only minor OCR noise (e.g. fused words in some chunks). |### Final ScoreWeighted total: (9×0.25) + (7×0.25) + (7×0.20) + (7×0.15) + (5×0.10) + (8×0.05)= 2.25 + 1.75 + 1.40 + 1.05 + 0.50 + 0.40 = **7.35**Category: **3**"
Pardosa_isago,Tanaka_H_1993b_Lycosid_spiders_of_Japan_X_The_genus_Pardosa_C_L_Koch_-_monticola-group,7.55,4,ok,"## Tanaka_H_1993b_Lycosid_spiders_of_Japan_X_The_genus_Pardosa_C_L_Koch_-_monticola-group.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is devoted exclusively to three Pardosa species of the monticola-group, with every section treating Pardosa throughout. || Morphological description depth (25%) | 8 | Detailed descriptions combine precise mm measurements for all body and leg segments (femur, patella, tibia, metatarsus, tarsus) with structured morphological text covering carapace, abdomen, chelicerae, epigyne, spermathecae, and male palp structures including median apophysis. || Genital figure quality (20%) | 8 | Three figure sets each provide 4 views covering epigyne (ventral + dorsal) and male palp (ventral + retrolateral) for all three species, giving multi-view genital coverage for both sexes across all treated taxa. || Taxonomic originality (15%) | 5 | The paper presents redescriptions of three previously described Pardosa species (yaginumai, isago, plumipes) with comparative remarks and a dichotomous key, but introduces no new species; scored at the lower end of the band as redescriptions rather than new species. || Supporting data (10%) | 6 | Extensive formal examined-material lists with collection localities, dates, and collectors are provided for each species, with a brief distribution statement; no distribution map and no molecular data. || Text/OCR quality (5%) | 7 | Garbled ratio is 0.0 and force_ocr is false; text is largely readable with minor OCR artifacts from spacing (e.g., word splitting in Japanese-origin PDF), but content is fully extractable. |### Final ScoreWeighted total: (9×0.25) + (8×0.25) + (8×0.20) + (5×0.15) + (6×0.10) + (7×0.05)= 2.25 + 2.00 + 1.60 + 0.75 + 0.60 + 0.35 = **7.55**Category: **4**"
Pardosa_isago,Yoo_J_S_Lee_S_Y_Lee_J_H_Im_J_S__Kim_S_T_2014_Description_of_two_wolf_spiders_Araneae_Lycosidae_from_Korea,5.7,3,ok,"## Yoo_J_S_Lee_S_Y_Lee_J_H_Im_J_S__Kim_S_T_2014_Description_of_two_wolf_spiders_Araneae_Lycosidae_from_Korea.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | The paper treats two species (*Arctosa yasudai* and *Pardosa isago*), with roughly half the content devoted to each; *Pardosa* is substantively described rather than merely listed, but the document is not Pardosa-exclusive. || Morphological description depth (25%) | 6 | Modern morphological vocabulary with quantitative measurements (body length, leg segment lengths in mm) is present for *P. isago*, including epigynum description, but coverage is female-only with no male description and structural detail is moderate rather than comprehensive. || Genital figure quality (20%) | 5 | Fig. 2D shows ""Female epigynum, ventral view"" for *P. isago*—a single-view genital illustration for one sex only; no multi-view or male palp figures are provided. || Taxonomic originality (15%) | 4 | No new species are described; the contribution is a first confirmed Korean record of *P. isago* with a descriptive account based on a single female specimen—essentially a new locality record with description. || Supporting data (10%) | 4 | Specimen data are provided in prose (single locality per species, collector, date) but there is no structured examined-material list, distribution map, or molecular data. || Text/OCR quality (5%) | 9 | Garbled ratio is 0.0, force_ocr is false, and all chunks are clean and fully readable. |### Final ScoreWeighted total: (7×0.25) + (6×0.25) + (5×0.20) + (4×0.15) + (4×0.10) + (9×0.05)= 1.75 + 1.50 + 1.00 + 0.60 + 0.40 + 0.45 = **5.70**Category: **3**"
Pardosa_isago,Zhang_W_S__Zhu_C_D_1982_Description_of_four_species_of_spiders_from_Hebei_Province_China,4.5,2,ok,"## Zhang_W_S__Zhu_C_D_1982_Description_of_four_species_of_spiders_from_Hebei_Province_China.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 5 | *Pardosa isago* is one of four species described in a short 3-page multi-genus note (also covering *Alopecosa*, *Lycosa*, and *Philodromus*), placing Pardosa at roughly 25% of the content but with minimal treatment depth. || Morphological description depth (25%) | 4 | Descriptions use modern morphological vocabulary (eyes, chelicera, leg formula, palp) with some measurements (body length in mm) but are brief and lack detailed genitalic terminology or integrated structural descriptions. || Genital figure quality (20%) | 6 | Chunk text references figure 3 for *Pardosa isago* with epigyne external and internal views plus palp ventral and lateral views (a–d), covering both sexes; however, only one figure caption was captured and it refers to *Alopecosa*, not Pardosa. || Taxonomic originality (15%) | 3 | No new Pardosa species described; *Pardosa isago* is a new record for Hebei Province (China), constituting only a new locality record with brief notes on similarity to *P. laura*. || Supporting data (10%) | 3 | Distribution noted in prose only (Pingshan, Hebei), with no structured specimen list, distribution map, or molecular data. || Text/OCR quality (5%) | 6 | `garbled_ratio` is 0.0 and `force_ocr` is false, but the Chinese text has frequent OCR artifacts and mixed garbled characters throughout the chunks, reducing full extractability. |### Final ScoreWeighted total: (5×0.25) + (4×0.25) + (6×0.20) + (3×0.15) + (3×0.10) + (6×0.05)= 1.25 + 1.00 + 1.20 + 0.45 + 0.30 + 0.30 = **4.50**Category: 2"
Pardosa_italica,Ponomarev_A_V_Abdurakhmanov_G_M_Alieva_S_V__Dvadnenko_K_V_2011_Spiders_Arachnida_Aranei_of_coastal_and_island_territories_of_northern_Daghestan,4.65,2,ok,"## Ponomarev_A_V_Abdurakhmanov_G_M_Alieva_S_V__Dvadnenko_K_V_2011_Spiders_Arachnida_Aranei_of_coastal_and_island_territories_of_northern_Daghestan.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 4 | This is a multi-genus faunal survey of 132 spider species from 20 families in northern Daghestan; Pardosa (*P. jaikensis*, *P. italica*, *P. agrestis*, *P. nebulosa*) receives some treatment including a morphological description of *P. jaikensis* male, but this represents a small fraction of total content dominated by Gnaphosidae and many other families. || Morphological description depth (25%) | 4 | A morphological description of *Pardosa jaikensis* male is present with basic measurements (body length, carapace dimensions), and some structural terms (embolus, terminal apophysis, bulbus), but descriptions are brief and not deeply structured with multi-character quantitative detail for multiple structures. || Genital figure quality (20%) | 6 | Figure 4 (bulbus of *Pardosa jaikensis* in ventral view, two specimens) and Figure 5 (bulbus ventral views + epigyne ventral view of *P. jaikensis*), and Figure 6 (bulbus + epigynes of *Pardosa italica*) are referenced in the text, providing multi-specimen and both-sex genital coverage for two Pardosa species, but view diversity is limited (primarily ventral only). || Taxonomic originality (15%) | 3 | No new Pardosa species are described; the paper introduces the male of *P. jaikensis* (allotype description) and provides new locality records for several Pardosa species, but no new Pardosa taxa are formally described. || Supporting data (10%) | 6 | Structured examined material lists with collection localities are provided for each species entry throughout the annotated checklist, covering multiple sites; no distribution map or molecular data are present. || Text/OCR quality (5%) | 8 | The document has garbled_ratio of 0.0, force_ocr false, and the sampled chunks read cleanly in Russian with only minor formatting artefacts typical of journal PDFs. |### Final ScoreWeighted total: (4×0.25) + (4×0.25) + (6×0.20) + (3×0.15) + (6×0.10) + (8×0.05)= 1.00 + 1.00 + 1.20 + 0.45 + 0.60 + 0.40= **4.65**Category: **2**"
Pardosa_italica,Zamani_A_Tanasevitch_A_V_Nadolny_A_A_Esyunin_S_L__Marusik_Y_M_2019b_New_data_on_the_spider_fauna_of_Iran_Arachnida_Aranei_Part_VI,3.85,2,ok,"## Zamani_A_Tanasevitch_A_V_Nadolny_A_A_Esyunin_S_L__Marusik_Y_M_2019b_New_data_on_the_spider_fauna_of_Iran_Arachnida_Aranei_Part_VI.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a broad Iranian faunal survey covering 26+ species across many families; Pardosa (*P. jaikensis* and *P. italica* as comparative material) occupies only ~3–4 chunks out of 120, well under 10% of total content. || Morphological description depth (25%) | 3 | The Pardosa section uses modern vocabulary (tegulum, epigyne, septum, bulb) but descriptions are extremely brief — a few sentences of comparative remarks with no quantitative measurements. || Genital figure quality (20%) | 5 | Fig. 2 caption references copulatory organs of both *P. italica* and *P. jaikensis* (bulb ventral, epigyne ventral) for both sexes, but with only two views (ventral only) and no multi-view coverage such as lateral or retrolateral for Pardosa. || Taxonomic originality (15%) | 3 | No new Pardosa species are described; *P. jaikensis* is a new record for Iran with brief comparative remarks, and *P. italica* appears only as comparative material — equivalent to a locality record with synonymy-level treatment. || Supporting data (10%) | 5 | Formal specimen list with collection localities is provided for *P. jaikensis* (3 females, TNU, with coordinates and date), but no distribution map or molecular data. || Text/OCR quality (5%) | 8 | Clean modern digital PDF with garbled_ratio = 0.0 and force_ocr = false; text is well-structured with only minor Cyrillic encoding artifacts in figure captions (non-Latin script garbling is cosmetic, not substantive). |### Final ScoreWeighted total: (3×0.25) + (3×0.25) + (5×0.20) + (3×0.15) + (5×0.10) + (8×0.05)= 0.75 + 0.75 + 1.00 + 0.45 + 0.50 + 0.40 = **3.85**Category: **2**"
Pardosa_italica_valenta,Azheganova_N_S_1968_Kratkii_opredelitel_paukov_Aranei_lesnoi_i_lesostepnoi_zony_SSSR,2.85,2,ok,"## Azheganova_N_S_1968_Kratkii_opredelitel_paukov_Aranei_lesnoi_i_lesostepnoi_zony_SSSR.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a general spider identification key for the forest and forest-steppe zone of the USSR covering many genera; Pardosa is likely present as one of several lycosid genera, but no chunks are available to confirm depth of treatment, so a conservative score for incidental-to-moderate mention in a multi-genus key is appropriate. || Morphological description depth (25%) | 3 | As a 1968 Soviet identification key, descriptions are likely present with modern morphological vocabulary but probably limited to brief diagnostic characters without systematic quantitative measurements; no chunks available to verify. || Genital figure quality (20%) | 3 | 57 images are present but no captions were captured, and zero chunks are available; identification keys of this era typically include habitus or simple line drawings, with genital figures possible but not confirmable from available data. || Taxonomic originality (15%) | 2 | As an identification key (opredelitel'), this work is almost certainly not a source of original taxonomic novelties but rather a compilation and synopsis of existing taxa. || Supporting data (10%) | 2 | Identification keys of this type typically lack formal specimen lists, distribution maps, or molecular data; no chunks available to contradict this expectation. || Text/OCR quality (5%) | 5 | `garbled_ratio` is 0.0 and `force_ocr` is false, suggesting the PDF is technically clean, but zero chunks were extracted (total: 0), indicating the text layer is either absent or entirely unextractable despite low garbled ratio — likely a scanned image-only PDF. |### Final ScoreWeighted total: (3×0.25) + (3×0.25) + (3×0.20) + (2×0.15) + (2×0.10) + (5×0.05)= 0.75 + 0.75 + 0.60 + 0.30 + 0.20 + 0.25= **2.85**Category: 2"
Pardosa_italica_valenta,Zyuzin_A_A_1976_New_data_on_spiders_of_the_genus_Pardosa_Aranei_Lycosidae_in_the_USSR_fauna,6.2,3,ok,"## Zyuzin_A_A_1976_New_data_on_spiders_of_the_genus_Pardosa_Aranei_Lycosidae_in_the_USSR_fauna.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is devoted to Pardosa italica valenta subsp. n., with all substantive chunks focused exclusively on this taxon. || Morphological description depth (25%) | 5 | Modern morphological vocabulary is present (epigyne, vulva/fertilization ducts, palp bulb, spermatheca canals), with some size data (body length 5–8 mm), but descriptions are brief, partially garbled, and lack the structured multi-character quantitative measurements expected at higher scores. || Genital figure quality (20%) | 7 | Two figure captions reference genital structures: Рис. 1 explicitly covers palp (ventral and lateral views), bulbus medial apophysis variants, epigyne, and epigyne plate variants; Рис. 2 shows the new subspecies including epigyne variants — covering both sexes with multiple views, though not confirmed as fully multi-view for both sexes. || Taxonomic originality (15%) | 5 | One new subspecies (Pardosa italica valenta subsp. n.) is described with diagnosis and comparison to related taxa (P. wagleri, P. luctinosa, P. italica italica), along with a dichotomous key; a single new taxon but with substantive comparative treatment. || Supporting data (10%) | 4 | Locality data and specimen depositories are mentioned in prose (Dnepropetrovsk region, Zaporozhye, Novosibirsk), with collection dates and sex counts, but no structured specimen table or distribution map. || Text/OCR quality (5%) | 3 | garbled_ratio of 0.33 with force_ocr true; many chunks contain heavily broken Cyrillic text with mixed symbols, though key passages remain partially interpretable. |### Final ScoreWeighted total: (9×0.25) + (5×0.25) + (7×0.20) + (5×0.15) + (4×0.10) + (3×0.05)= 2.25 + 1.25 + 1.40 + 0.75 + 0.40 + 0.15 = **6.20**Category: **3**"
Pardosa_jabalpurensis,Gajbe_P_U_2004d_Spiders_of_Jabalpur_Madhya_Pradesh_Arachnida_Araneae,4.75,2,ok,"## Gajbe_P_U_2004d_Spiders_of_Jabalpur_Madhya_Pradesh_Arachnida_Araneae.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | This is a large multi-genus faunal monograph covering 107 species in 57 genera across 19 families; Pardosa is one of 6 lycosid genera and receives only ~4 pages (2 species: *P. jabalpurensis* and *P. ranjani* sp. nov.) out of ~154 pages of systematic content, representing well under 5% of total content. || Morphological description depth (25%) | 5 | Modern morphological vocabulary is present with basic measurements (total length, carapace and abdomen dimensions in mm) and references to epigyne and internal genitalia figures, but descriptions are brief and lack detailed structural terminology for palp components, spermathecae, embolus, etc. || Genital figure quality (20%) | 6 | Figure captions for *Pardosa jabalpurensis* (Figs. 65–67: dorsal, epigyne, internal genitalia) and *P. ranjani* (Figs. 68–70: dorsal, epigyne, internal genitalia) confirm epigyne and internal genitalia are illustrated for both species, but only female ventral/internal views are present with no male palp figures and no multi-view coverage. || Taxonomic originality (15%) | 5 | One new Pardosa species (*P. ranjani* sp. nov.) is described with holotype data and figure references, representing a modest but genuine original contribution; *P. jabalpurensis* is a previously described species receiving brief treatment. || Supporting data (10%) | 4 | Specimen data including collector, date, and locality are given in prose for examined specimens, but no distribution maps, structured examined-material tables, or molecular data are present. || Text/OCR quality (5%) | 8 | Garbled ratio of 0.048 with force_ocr false; text is clean and largely well-structured throughout the sampled chunks with only minor OCR artifacts. |### Final ScoreWeighted total: (3×0.25) + (5×0.25) + (6×0.20) + (5×0.15) + (4×0.10) + (8×0.05)= 0.75 + 1.25 + 1.20 + 0.75 + 0.40 + 0.40 = **4.75**Category: **2**"
Pardosa_jabalpurensis,Gajbe_U_A__Gajbe_P_1999k_A_new_species_of_spider_of_the_genus_Pardosa_Koch_Araneae_Lycosidae_from_Madhya_Pradesh,6.15,3,ok,"## Gajbe_U_A__Gajbe_P_1999k_A_new_species_of_spider_of_the_genus_Pardosa_Koch_Araneae_Lycosidae_from_Madhya_Pradesh.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire document is a description of a single new Pardosa species (*P. jabalpurensis*); 100% of content is Pardosa-focused. || Morphological description depth (25%) | 5 | Modern morphological vocabulary is present with some quantitative measurements (total length, carapace, abdomen dimensions in mm), but descriptions lack detail on palp/bulb/epigyne structures in prose — genital structures are delegated entirely to figures, and leg segment measurements are absent. || Genital figure quality (20%) | 6 | The single figure plate includes epigyne (fig. 2) and internal genitalia (fig. 3) for the female, plus a dorsal habitus view (fig. 1), but only female genitalia are illustrated with no male, and view coverage is limited (no multi-view for genitalia). || Taxonomic originality (15%) | 5 | One new Pardosa species is described with diagnosis and comparison to *P. sumatrana*, which qualifies as a new species description, but it is female-only with a single holotype and minimal comparative framework. || Supporting data (10%) | 3 | Type locality is given in prose with a collection date and collector name, but there is no structured specimen list, distribution table, map, or molecular data. || Text/OCR quality (5%) | 8 | Garbled ratio is 0.0 and OCR was not forced; text reads cleanly with only minor typographical artefacts (e.g. ""jabaipurensis"" in caption). |### Final ScoreWeighted total: (9×0.25) + (5×0.25) + (6×0.20) + (5×0.15) + (3×0.10) + (8×0.05)= 2.25 + 1.25 + 1.20 + 0.75 + 0.30 + 0.40 = **6.15**Category: 3"
Pardosa_jaikensis,Fomichev_A_A_2022c_New_data_on_spiders_Arachnida_Aranei_of_the_plain_part_of_Altai_Territory_Russia,7.3,3,ok,"## Fomichev_A_A_2022c_New_data_on_spiders_Arachnida_Aranei_of_the_plain_part_of_Altai_Territory_Russia.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 7 | This is a multi-family faunal survey of 93 species across many families, but Pardosa receives substantially deeper treatment than most other genera: it includes a full new species description (*P. ogudovi* sp. nov.) plus illustrated records of *P. jaikensis*, and Pardosa chunks (new species description + ~10 Lycosidae checklist entries for Pardosa species) represent roughly 15–20% of the document's content. || Morphological description depth (25%) | 8 | The description of *P. ogudovi* sp. nov. combines precise mm measurements for all leg segments, detailed coloration, leg spination formulae, and rich morphological terminology (palp, bulb, embolus, tegular apophysis with apical and basal arms, palea, terminal apophysis, conductor, epigyne, fovea, septal stem/base, receptacles, copulatory ducts) in integrated passages for both sexes. || Genital figure quality (20%) | 8 | Multiple figure captions explicitly reference genital structures for both sexes of *P. ogudovi*: Figs 3–5 show male palp in retrolateral/ventral/dorsal views; Figs 6–14 show bulb in ventral/retrolateral/anterior views plus embolic division in multiple views; Figs 15 and 17 show intact and macerated epigyne ventral/dorsal; Figs 30–35 for *P. jaikensis* show embolic division, tegulum, intact and macerated epigyne — multi-view coverage for both sexes across two Pardosa species. || Taxonomic originality (15%) | 6 | One new Pardosa species (*P. ogudovi* sp. nov.) is described with full diagnosis and comparison to *P. pseudolapponica*, and a new combination (*Evippa sinensis* comb. nov.) is established; this represents a solid single-species contribution but does not reach the ≥6 species threshold. || Supporting data (10%) | 6 | Collecting localities are formally listed with GPS coordinates, dates, collectors, and habitats; specimen data for the new species and *P. jaikensis* are structured; a distribution map (Figs 51–52) is included; no molecular data present. || Text/OCR quality (5%) | 9 | garbled_ratio = 0.0, force_ocr = false; text is clean, well-structured modern digital PDF with no extractable noise. |### Final ScoreWeighted total: (7×0.25) + (8×0.25) + (8×0.20) + (6×0.15) + (6×0.10) + (9×0.05)= 1.75 + 2.00 + 1.60 + 0.90 + 0.60 + 0.45 = **7.30**Category: **3**"
Pardosa_jaikensis,Ponomarev_A_V_2007b_New_taxa_of_spiders_Aranei_from_the_south_of_Russia_and_western_Kazakhstan,4.5,2,ok,"## Ponomarev_A_V_2007b_New_taxa_of_spiders_Aranei_from_the_south_of_Russia_and_western_Kazakhstan.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 3 | *Pardosa jaikensis* sp. n. is one of 15 new species across 6 families and multiple lycosid genera (Alopecosa, Arctosa, Caspicosa gen. n., Evippa); Pardosa receives only a single figure (Рис. 33) and roughly one section of ~8 pages, representing well under 10% of the total content. || Morphological description depth (25%) | 5 | The *Pardosa jaikensis* description includes body measurements (total length 6.8 mm, carapace 2.6 × 2.25 mm) and some morphological detail (septum shape, coloration, leg spination), but female-only with no male known, and the passage is brief compared to other genera treated in the paper. || Genital figure quality (20%) | 4 | Figure 33 is referenced for *Pardosa jaikensis* (epigyne, ventral view) but captions are absent from the extracted image entries, and only a single view (ventral epigyne) is confirmed for one sex; no palp figures exist since the male is unknown. || Taxonomic originality (15%) | 5 | One new *Pardosa* species (*P. jaikensis*) is described with diagnosis and comparison to *P. italica*, which counts as a genuine new species description, but it is a single species based on females only. || Supporting data (10%) | 5 | Holotype and paratype locality data are listed in structured specimen format with collection dates, habitats, and catalogue numbers, but no distribution map or molecular data are present. || Text/OCR quality (5%) | 9 | `garbled_ratio` = 0.0, `force_ocr` = false; bilingual Russian/English text is clean and fully readable throughout. |### Final ScoreWeighted total: (3 × 0.25) + (5 × 0.25) + (4 × 0.20) + (5 × 0.15) + (5 × 0.10) + (9 × 0.05)= 0.75 + 1.25 + 0.80 + 0.75 + 0.50 + 0.45 = **4.50**Category: **2**"
Pardosa_jambaruensis,Tanaka_H_1990c_A_new_species_of_the_genus_Pardosa_C_L_Koch_Araneae_Lycosidae_from_Japan,7.2,3,ok,"## Tanaka_H_1990c_A_new_species_of_the_genus_Pardosa_C_L_Koch_Araneae_Lycosidae_from_Japan.pdf### Dimension Scores| Dimension | Score | Justification ||---|---|---|| Pardosa relevance (25%) | 9 | The entire 3-page document is dedicated to describing a single new Pardosa species (*P. jambaruensis*) from Japan, with 100% of content focused on Pardosa. || Morphological description depth (25%) | 7 | Full quantitative measurements for body length and all leg segments are provided for both sexes, alongside modern morphological vocabulary (epigyne, spermathecae, chelicerae, palp, carapace, abdomen, femur, patella, tibia, metatarsus, tarsus), though descriptions are relatively brief for a 3-page paper and structural detail is somewhat limited. || Genital figure quality (20%) | 8 | Figure caption explicitly references epigyne (ventral view), genitalia (dorsal view), and male palp in two views (ventral and retrolateral), providing multi-view coverage for both sexes. || Taxonomic originality (15%) | 5 | One new species (*P. jambaruensis*) is described with a full diagnosis and brief comparison to the related *P. takahashii*; a single thorough new species description scores at the lower end of the 5–7 band. || Supporting data (10%) | 5 | A formal type series list with collection localities and dates is provided, but no distribution map or molecular data are present. || Text/OCR quality (5%) | 7 | Garbled ratio is 0.0 and force_ocr is false; text is largely readable though spaced-character OCR artifacts are pervasive throughout all chunks, slightly reducing extractability. |### Final ScoreWeighted total: (9×0.25) + (7×0.25) + (8×0.20) + (5×0.15) + (5×0.10) + (7×0.05)= 2.25 + 1.75 + 1.60 + 0.75 + 0.50 + 0.35 = **7.20**Category: **3**"
